DIP-250N|refseq:NP_499284|uniprotkb:P41958,DIP-1016N|refseq:NP_498007|uniprotkb:P30429,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-66E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),['Mitochondrion'],['Mitochondrion']
DIP-27302N|refseq:NP_495336|uniprotkb:Q18885,DIP-25064N|refseq:NP_490749|uniprotkb:Q9N2Z8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44053E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],
DIP-25064N|refseq:NP_490749|uniprotkb:Q9N2Z8,DIP-24394N|refseq:NP_500390|uniprotkb:Q9N5V2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44054E,dip-quality-status:,dip:0005(high throughput),,
DIP-26607N|uniprotkb:Q9GSX9,DIP-25752N|refseq:NP_496868|uniprotkb:O17626,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44058E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-26607N|uniprotkb:Q9GSX9,DIP-24773N|refseq:NP_506579|uniprotkb:Q19749,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44060E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],['Mitochondrion']
DIP-26607N|uniprotkb:Q9GSX9,DIP-26595N|refseq:NP_498520|uniprotkb:P53013,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44061E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],['Cytoplasm']
DIP-26607N|uniprotkb:Q9GSX9,DIP-27103N|refseq:NP_510445|uniprotkb:Q19983,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44062E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-26607N|uniprotkb:Q9GSX9,DIP-25625N|refseq:NP_506317|uniprotkb:P92004,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44063E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-26607N|uniprotkb:Q9GSX9,DIP-27193N|refseq:NP_741677|uniprotkb:Q9TVS4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44064E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-25985N|refseq:NP_502794|uniprotkb:O18240,DIP-26607N|uniprotkb:Q9GSX9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44065E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-25293N|refseq:NP_492783|uniprotkb:O61818,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44067E,dip-quality-status:,dip:0005(high throughput),,
DIP-26100N|refseq:NP_500841|uniprotkb:P91001,DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44068E,dip-quality-status:,dip:0005(high throughput),"['Cytoplasm', 'Nucleus']",
DIP-24348N|refseq:NP_500340|uniprotkb:O44451,DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44069E,dip-quality-status:,dip:0005(high throughput),['Mitochondrion'],
DIP-25161N|refseq:NP_496621|uniprotkb:Q965H3,DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44071E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],
DIP-25878N|refseq:NP_505462|uniprotkb:Q9NGT4,DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44072E,dip-quality-status:,dip:0005(high throughput),,
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-26027N|refseq:NP_492124|uniprotkb:P90794,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44073E,dip-quality-status:,dip:0005(high throughput),,
DIP-26529N|refseq:NP_498826|uniprotkb:P34397,DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44074E,dip-quality-status:,dip:0005(high throughput),,
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-24773N|refseq:NP_506579|uniprotkb:Q19749,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44075E,dip-quality-status:,dip:0005(high throughput),,['Mitochondrion']
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-27050N|refseq:NP_506096|uniprotkb:Q19764,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44076E,dip-quality-status:,dip:0005(high throughput),,
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-25837N|refseq:NP_505119|uniprotkb:Q21271,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44080E,dip-quality-status:,dip:0005(high throughput),,
DIP-25384N|refseq:NP_503729|uniprotkb:O61899,DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44086E,dip-quality-status:,dip:0005(high throughput),,
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-24308N|refseq:NP_490931|uniprotkb:Q9BKU2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44087E,dip-quality-status:,dip:0005(high throughput),,
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-26644N|refseq:NP_499875|uniprotkb:Q9N428,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44088E,dip-quality-status:,dip:0005(high throughput),,"['Cytoplasm', 'Nucleus']"
DIP-27321N|refseq:NP_490955|uniprotkb:Q95XR4,DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44089E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,DIP-25865N|refseq:NP_494931|uniprotkb:Q18235,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44091E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,DIP-24394N|refseq:NP_500390|uniprotkb:Q9N5V2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44092E,dip-quality-status:,dip:0005(high throughput),,
DIP-24846N|refseq:NP_493086|uniprotkb:O62160,DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44093E,dip-quality-status:,dip:0005(high throughput),,
DIP-24643N|refseq:NP_510454|uniprotkb:Q93703,DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44094E,dip-quality-status:,dip:0005(high throughput),,
DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,DIP-26766N|refseq:NP_507060|uniprotkb:O45521,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44095E,dip-quality-status:,dip:0005(high throughput),,['Nucleus']
DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,DIP-24622N|refseq:NP_495811|uniprotkb:P49405,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44096E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-25862N|refseq:NP_499370|uniprotkb:O17919,DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44097E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],
DIP-26765N|uniprotkb:Q09417,DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44099E,dip-quality-status:,dip:0005(high throughput),,
DIP-26558N|refseq:NP_491008|uniprotkb:O76614,DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44100E,dip-quality-status:,dip:0005(high throughput),,
DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,DIP-25310N|refseq:NP_499172|uniprotkb:P34648,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44104E,dip-quality-status:,dip:0005(high throughput),,
DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,DIP-26718N|refseq:NP_498965|uniprotkb:P30632,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44105E,dip-quality-status:,dip:0005(high throughput),,"['Cytoplasm', 'Endoplasmic reticulum']"
DIP-25353N|refseq:NP_501412|uniprotkb:O61521,DIP-26982N|refseq:NP_508505|uniprotkb:Q9TZL9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44106E,dip-quality-status:,dip:0005(high throughput),,
DIP-24972N|refseq:NP_741660|uniprotkb:Q8MYM7,DIP-27411N|uniprotkb:Q9N4F3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44107E,dip-quality-status:,dip:0005(high throughput),,
DIP-25579N|refseq:NP_508118|uniprotkb:Q20940,DIP-24361N|refseq:NP_497587|uniprotkb:Q9N4F2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44108E,dip-quality-status:,dip:0005(high throughput),,['Nucleus']
DIP-25501N|refseq:NP_498286|uniprotkb:Q09248,DIP-24807N|refseq:NP_499603|uniprotkb:Q9XW79,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44122E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],['Cytoplasm']
DIP-27203N|refseq:NP_495025|uniprotkb:Q09294,DIP-24807N|refseq:NP_499603|uniprotkb:Q9XW79,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44123E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-24807N|refseq:NP_499603|uniprotkb:Q9XW79,DIP-27072N|refseq:NP_497591|uniprotkb:Q9N4E9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44129E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-26401N|refseq:NP_499801|uniprotkb:Q9XWC9,DIP-26897N|refseq:NP_501221|uniprotkb:Q20628,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44130E,dip-quality-status:,dip:0005(high throughput),,
DIP-25914N|refseq:NP_741743|uniprotkb:Q20676,DIP-26401N|refseq:NP_499801|uniprotkb:Q9XWC9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44131E,dip-quality-status:,dip:0005(high throughput),,
DIP-26122N|refseq:NP_496353|uniprotkb:Q09582,DIP-26401N|refseq:NP_499801|uniprotkb:Q9XWC9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44133E,dip-quality-status:,dip:0005(high throughput),,
DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,DIP-27259N|refseq:NP_499397|uniprotkb:Q18605,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44137E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,DIP-26025N|refseq:NP_492767|uniprotkb:Q93573,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44138E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],['Cytoplasm']
DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,DIP-25084N|refseq:NP_497206|uniprotkb:Q09983,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44139E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-26614N|refseq:NP_501167|uniprotkb:P48156,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44141E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-24551N|refseq:NP_492179|uniprotkb:Q20833,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44142E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-26629N|uniprotkb:O77469,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44143E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-24382N|refseq:NP_510563|uniprotkb:Q9XTQ7,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44146E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,DIP-27044N|refseq:NP_502235|uniprotkb:P41932,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44148E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],"['Cytoplasm', 'Nucleus']"
DIP-25117N|refseq:NP_740982|uniprotkb:Q21748,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44149E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-26765N|uniprotkb:Q09417,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44150E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-25110N|refseq:NP_493679|uniprotkb:P91419,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44151E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-27184N|refseq:NP_508478|uniprotkb:Q22095,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44152E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44153E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],['Cytoplasm']
DIP-27452N|refseq:NP_497245|uniprotkb:Q95QA6,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44155E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],['Cytoplasm']
DIP-26051N|refseq:NP_493349|uniprotkb:P91917,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44157E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],['Cytoplasm']
DIP-25931N|refseq:NP_741369|uniprotkb:Q966C7,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44158E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-25552N|refseq:NP_507526|uniprotkb:Q9GRZ1,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44160E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-27176N|refseq:NP_495277|uniprotkb:Q09490,DIP-26265N|refseq:NP_493375|uniprotkb:Q9NA30,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44163E,dip-quality-status:,dip:0005(high throughput),"['Cytoplasm', 'Mitochondrion']",
DIP-25399N|refseq:NP_502035|uniprotkb:Q23536,DIP-26265N|refseq:NP_493375|uniprotkb:Q9NA30,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44164E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-25128N|refseq:NP_502185|uniprotkb:Q20207,DIP-25750N|refseq:NP_504521|uniprotkb:O01879,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44178E,dip-quality-status:,dip:0005(high throughput),,
DIP-25458N|refseq:NP_504441|uniprotkb:Q9U990,DIP-26319N|refseq:NP_495392|uniprotkb:Q19937,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44179E,dip-quality-status:,dip:0005(high throughput),,
DIP-24714N|refseq:NP_504655|uniprotkb:Q9UAV4,DIP-25733N|refseq:NP_506203|uniprotkb:Q23333,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44186E,dip-quality-status:,dip:0005(high throughput),,
DIP-25733N|refseq:NP_506203|uniprotkb:Q23333,DIP-25586N|refseq:NP_502917|uniprotkb:Q9U307,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44188E,dip-quality-status:,dip:0005(high throughput),,
DIP-25874N|refseq:NP_509747|uniprotkb:Q9XYC3,DIP-26299N|uniprotkb:Q09969,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44191E,dip-quality-status:,dip:0005(high throughput),,['Mitochondrion']
DIP-25874N|refseq:NP_509747|uniprotkb:Q9XYC3,DIP-25527N|uniprotkb:O17645,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44192E,dip-quality-status:,dip:0005(high throughput),,['Golgi apparatus']
DIP-24664N|refseq:NP_498902|uniprotkb:Q8TA83,DIP-25874N|refseq:NP_509747|uniprotkb:Q9XYC3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44195E,dip-quality-status:,dip:0005(high throughput),,
DIP-25874N|refseq:NP_509747|uniprotkb:Q9XYC3,DIP-27202N|refseq:NP_492386|uniprotkb:Q9XVP1,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44197E,dip-quality-status:,dip:0005(high throughput),,
DIP-25874N|refseq:NP_509747|uniprotkb:Q9XYC3,DIP-25388N|refseq:NP_491955|uniprotkb:P27604,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44198E,dip-quality-status:,dip:0005(high throughput),,
DIP-26516N|refseq:NP_501859|uniprotkb:Q21215,DIP-25874N|refseq:NP_509747|uniprotkb:Q9XYC3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44199E,dip-quality-status:,dip:0005(high throughput),,
DIP-25921N|uniprotkb:Q94416,DIP-25874N|refseq:NP_509747|uniprotkb:Q9XYC3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44206E,dip-quality-status:,dip:0005(high throughput),,
DIP-26995N|refseq:NP_741456|uniprotkb:Q18192,DIP-24804N|refseq:NP_491914|uniprotkb:O01775,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44207E,dip-quality-status:,dip:0005(high throughput),['Nucleus'],['Cytoplasm']
DIP-24804N|refseq:NP_491914|uniprotkb:O01775,DIP-24839N|refseq:NP_495707|uniprotkb:Q09533,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44208E,dip-quality-status:,dip:0005(high throughput),['Cytoplasm'],
DIP-26848N|refseq:NP_507830|uniprotkb:Q9XUL7,DIP-24804N|refseq:NP_491914|uniprotkb:O01775,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44211E,dip-quality-status:,dip:0005(high throughput),,['Cytoplasm']
DIP-27342N|refseq:NP_494893|uniprotkb:Q21746,DIP-24918N|refseq:NP_497788|uniprotkb:Q23382,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44224E,dip-quality-status:,dip:0005(high throughput),,
DIP-27385N|refseq:NP_495966|uniprotkb:Q23390,DIP-24457N|refseq:NP_505018|uniprotkb:Q8I7I0,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44225E,dip-quality-status:,dip:0005(high throughput),,
DIP-27385N|refseq:NP_495966|uniprotkb:Q23390,DIP-27268N|refseq:NP_509922|uniprotkb:Q93637,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44226E,dip-quality-status:,dip:0005(high throughput),,
DIP-25084N|refseq:NP_497206|uniprotkb:Q09983,DIP-27385N|refseq:NP_495966|uniprotkb:Q23390,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44227E,dip-quality-status:,dip:0005(high throughput),,
DIP-27385N|refseq:NP_495966|uniprotkb:Q23390,DIP-27422N|refseq:NP_498166|uniprotkb:Q09566,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44228E,dip-quality-status:,dip:0005(high throughput),,
DIP-24301N|refseq:NP_741097|uniprotkb:Q9UA61,DIP-27385N|refseq:NP_495966|uniprotkb:Q23390,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44231E,dip-quality-status:,dip:0005(high throughput),,
DIP-27385N|refseq:NP_495966|uniprotkb:Q23390,DIP-25463N|refseq:NP_741698|uniprotkb:Q9NES7,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44232E,dip-quality-status:,dip:0005(high throughput),,
